,Strain,Type,Rating,Effects,Flavor,Description,cleaned_effects,cleaned_flavor,word_count,lem_description
963,Grimace-Og,indica,4.3,"Sleepy,Euphoric,Relaxed,Aroused,Happy","Pungent,Diesel,Spicy/Herbal","Grimace OG by Archive Seed Bank is an indica-dominant cross of Purple Urkle and Face Off BX1. This strain won 3rd place at the 2013 Los Angeles High Times Cannabis Cup, and descends from the original Purple Urkle from Humboldt County. Known to produce fast flowering plants thick with trichomes, Grimace OG emits a range of terpenes, from grapey sweetness to pungent, sour OG stank. Grimace OG’s classic OG effects offer relaxation and euphoria that is perfect for turning down stress and turning up your mood.   ",sleepy euphoric relaxed aroused happy,pungent diesel spicy herbal,86,grimace og by archive seed bank is an indica dominant cross of purple urkle and face off bx1 this strain won 3rd place at the 2013 los angeles high time cannabis cup and descends from the original purple urkle from humboldt county known to produce fast flowering plant thick with trichomes grimace og emits a range of terpene from grapey sweetness to pungent sour og stank grimace og s classic og effect offer relaxation and euphoria that is perfect for turning down stress and turning up your mood
964,Grimmdica,indica,5.0,"Euphoric,Relaxed","Earthy,Sweet,Grape","Legendary Canadian breeders Brothers Grimm Seeds are back at it, reworking some of their original genetics and re-releasing classic seed lines that are hoarded and coveted by those in the know. With Grimmdica, they have crossed their heirloom Sensi Hash Plant with their favorite Afghani male to produce a truly old-school indica hybrid. The blissful, tranquilizing euphoria and rich, acrid hash flavor with hints of pine are sure to please lovers of classic indica strains everywhere.",euphoric relaxed,earthy sweet grape,76,legendary canadian breeder brother grimm seed are back at it reworking some of their original genetics and re releasing classic seed line that are hoarded and coveted by those in the know with grimmdica they have crossed their heirloom sensi hash plant with their favorite afghani male to produce a truly old school indica hybrid the blissful tranquilizing euphoria and rich acrid hash flavor with hint of pine are sure to please lover of classic indica strain everywhere
965,Guard-Dawg,indica,4.2,"Happy,Relaxed,Sleepy,Euphoric","Diesel,Sweet,Earthy",Guard Dawg is an indica-dominant phenotype bred by RedEyed Genetics. This flower’s genetic parentage is a combination of Abusive OG and TreStardawg. The plant smells of its OG heritage with overtones of caramel and coffee bean. But watch out! This strain packs a wallop and is recommended for nighttime use only.     ,happy relaxed sleepy euphoric,diesel sweet earthy,51,guard dawg is an indica dominant phenotype bred by redeyed genetics this flower s genetic parentage is a combination of abusive og and trestardawg the plant smell of it og heritage with overtone of caramel and coffee bean but watch out this strain pack a wallop and is recommended for nighttime use only
966,Guava-Chem,hybrid,4.5,"Relaxed,Creative,Happy,Focused,Euphoric","Tropical,Sweet,Chemical",Guava Chem is a hybrid strain that competed in the 2014 L.A. Cannabis Cup.,relaxed creative happy focused euphoric,tropical sweet chemical,14,guava chem is a hybrid strain that competed in the 2014 l a cannabis cup
967,Guava-Gelato,hybrid,4.3,"Sleepy,Euphoric,Happy,Relaxed,Uplifted","Mint,Grapefruit,Tropical","Guava Gelato is a Gelato phenotype from Sherbinkski. This genetic expression of the Gelato lineage delivers a unique terpene profile steeped in creamy, tropical aromas with bright notes of piña colada and hops. The buds take on a dense structure that is representative of its parental lineage while emitting an aroma all its own. Guava Gelato’s effects are indica-forward, laying heavily atop the limbs while it excites and uplifts the mind. These attributes make for an effective strain when combating stress, daily aches and pains, and nausea. ",sleepy euphoric happy relaxed uplifted,mint grapefruit tropical,87,guava gelato is a gelato phenotype from sherbinkski this genetic expression of the gelato lineage delivers a unique terpene profile steeped in creamy tropical aroma with bright note of piña colada and hop the bud take on a dense structure that is representative of it parental lineage while emitting an aroma all it own guava gelato s effect are indica forward laying heavily atop the limb while it excites and uplift the mind these attribute make for an effective strain when combating stress daily ache and pain and nausea
968,Guava-Kush,hybrid,4.1,"Relaxed,Sleepy,Happy,Uplifted,Euphoric","Sweet,Tropical,Peach",Guava Kush is a hybrid strain that competed in the 2014 L.A. Cannabis Cup.,relaxed sleepy happy uplifted euphoric,sweet tropical peach,14,guava kush is a hybrid strain that competed in the 2014 l a cannabis cup
969,Gucci-Og,hybrid,4.7,"Euphoric,Happy,Uplifted,Relaxed,Energetic","Pine,Lemon,Sweet","Gucci OG is an OG Kush variant named with the lavish cannabis connoisseur in mind. Hailing from southern California like so many of its OG relatives, Gucci OG takes on the family’s signature aroma of pine and lemon, but with a unique hint of sweet berry. This hybrid’s effect can vary with different doses; small amounts may provide a spark of energy and creativity, while larger doses tend to give way to heavy sedation or dizzying euphoria. ",euphoric happy uplifted relaxed energetic,pine lemon sweet,77,gucci og is an og kush variant named with the lavish cannabis connoisseur in mind hailing from southern california like so many of it og relative gucci og take on the family s signature aroma of pine and lemon but with a unique hint of sweet berry this hybrid s effect can vary with different dos small amount may provide a spark of energy and creativity while larger dos tend to give way to heavy sedation or dizzying euphoria
970,Guido-Kush,indica,4.1,"Euphoric,Uplifted,Creative,Relaxed,Sleepy",None,"Guido Kush cannabis strain is an Indica dominant hybrid whose breeding origins are covered in mystery. Not much is known about the herb, aside from the fact that she is often used as a sleeping aid.",euphoric uplifted creative relaxed sleepy,none,36,guido kush cannabis strain is an indica dominant hybrid whose breeding origin are covered in mystery not much is known about the herb aside from the fact that she is often used a a sleeping aid
971,Gumbo,indica,4.6,"Relaxed,Euphoric,Happy,Sleepy,Hungry","Earthy,Sweet,Flowery","Getting its name from the classic bubble gum flavor, Gumbo is a perfect medicine for the evenings and has a smooth taste and finish. Gumbo is great for treatment of muscle spasms, sleeplessness, helpful with overall pain management as well as serving as an appetite stimulant.",relaxed euphoric happy sleepy hungry,earthy sweet flowery,46,getting it name from the classic bubble gum flavor gumbo is a perfect medicine for the evening and ha a smooth taste and finish gumbo is great for treatment of muscle spasm sleeplessness helpful with overall pain management a well a serving a an appetite stimulant
972,Gummo,hybrid,5.0,"Euphoric,Uplifted,Happy,Relaxed,Aroused","Citrus,Sweet,Orange","Gummo by Gabriel Cannabis is a unique, fruity cross of flavorful genetics. It was created by crossing Bubble Gum and Orange Bud, and emits a bouquet full of tart citrus and sweet fruit. This strain tastes like it smells with effects that are surprisingly laid back, even with the strain’s bright terpene profile. Anticipate calming physical effects that are juxtaposed against a happy and euphoric mental state. Enjoy Gummo throughout the day to elevate mood and tame pain.",euphoric uplifted happy relaxed aroused,citrus sweet orange,78,gummo by gabriel cannabis is a unique fruity cross of flavorful genetics it wa created by crossing bubble gum and orange bud and emits a bouquet full of tart citrus and sweet fruit this strain taste like it smell with effect that are surprisingly laid back even with the strain s bright terpene profile anticipate calming physical effect that are juxtaposed against a happy and euphoric mental state enjoy gummo throughout the day to elevate mood and tame pain
973,Gummy-Bears,hybrid,4.2,"Relaxed,Uplifted,Happy,Euphoric,Sleepy","Sweet,Berry,Strawberry","Gummy Bears by Elemental Seeds is a gooey hybrid with sweetness and potency. By combining Trueberry (True OG crossed with a Strawberry Banana x Blackberry hybrid) with the citrus sovereign Big Lemon, Gummy Bears achieves a unique array of colored leaves and outstanding resin production. The flavor has been described as “berries soaked in lemonade,” and the strain acts as a mid-level hybrid that doesn’t tug too hard toward sedation. This strain has a quick 60-day grow cycle and produces a healthy yield with the proper attention. Enjoy Gummy Bears any time of the day for manageable relaxation and an airy, carefree mental state.   ",relaxed uplifted happy euphoric sleepy,sweet berry strawberry,104,gummy bear by elemental seed is a gooey hybrid with sweetness and potency by combining trueberry true og crossed with a strawberry banana x blackberry hybrid with the citrus sovereign big lemon gummy bear achieves a unique array of colored leaf and outstanding resin production the flavor ha been described a berry soaked in lemonade and the strain act a a mid level hybrid that doesn t tug too hard toward sedation this strain ha a quick 60 day grow cycle and produce a healthy yield with the proper attention enjoy gummy bear any time of the day for manageable relaxation and an airy carefree mental state
